"CustomerID","month","week","Client"
12471,"Feb",5,"New"
12471,"Feb",8,"New"
12471,"Mar",11,"Recurrent"
12471,"Apr",14,"Recurrent"
12471,"May",19,"Recurrent"
12471,"Jul",27,"Recurrent"
12471,"Aug",34,"Recurrent"
12471,"Sep",37,"New"
12471,"Sep",38,"New"
12471,"Oct",40,"Recurrent"
12471,"Nov",44,"New"
12471,"Nov",46,"New"
12471,"Nov",47,"Recurrent"
12471,"Nov",48,"Recurrent"
12471,"Dec",49,"New"
12471,"Dec",50,"Recurrent"
12471,"Dec",51,"Recurrent"
12472,"Jan",4,"New"
12472,"Mar",11,"New"
12472,"Jun",24,"New"
12472,"Jul",30,"New"
12472,"Oct",42,"New"
12472,"Nov",45,"New"
12472,"Dec",49,"New"
12473,"Jun",22,"New"
12473,"Aug",33,"New"
12473,"Oct",42,"New"
12473,"Nov",45,"Recurrent"
12474,"Jan",2,"Recurrent"
12474,"Jan",4,"New"
12474,"Feb",8,"New"
12474,"Mar",11,"New"
12474,"Mar",13,"New"
12474,"May",20,"New"
12474,"May",21,"New"
12474,"Jun",25,"New"
12474,"Jun",26,"New"
12474,"Jul",28,"New"
12474,"Jul",30,"New"
12474,"Sep",35,"New"
12474,"Oct",41,"New"
12474,"Oct",42,"Recurrent"
12474,"Nov",46,"New"
12474,"Nov",47,"New"
12475,"Oct",42,"New"
12476,"Jan",5,"New"
12476,"Feb",7,"New"
12476,"Apr",16,"New"
12476,"May",18,"New"
12476,"Jul",29,"New"
12476,"Sep",37,"New"
12476,"Oct",43,"Recurrent"
12476,"Nov",46,"New"
12476,"Nov",47,"New"
12476,"Dec",50,"New"
12477,"Feb",6,"New"
12477,"Apr",15,"New"
12477,"Aug",35,"New"
12477,"Oct",40,"New"
12477,"Oct",41,"New"
12477,"Nov",46,"New"
12478,"Dec",49,"New"
12479,"Nov",48,"New"
12480,"Jan",1,"New"
12480,"Mar",11,"New"
12480,"Jul",29,"New"
12480,"Nov",45,"New"
12481,"Jan",1,"New"
12481,"Mar",13,"Recurrent"
12481,"May",20,"Recurrent"
12481,"Jun",24,"New"
12481,"Oct",40,"New"
12481,"Nov",46,"New"
12481,"Dec",49,"New"
12481,"Dec",51,"New"
12483,"Jan",1,"New"
12483,"Apr",17,"New"
12483,"May",19,"New"
12483,"May",20,"New"
12483,"Jun",23,"New"
12483,"Sep",35,"New"
12483,"Oct",44,"New"
12483,"Nov",47,"New"
12484,"Jan",1,"New"
12484,"Jun",24,"New"
12484,"Aug",35,"Recurrent"
12484,"Nov",44,"New"
12484,"Nov",45,"New"
12488,"Sep",39,"New"
12488,"Oct",44,"New"
12488,"Nov",48,"New"
12489,"Jan",1,"New"
12490,"Jan",2,"New"
12490,"May",19,"New"
12490,"Jun",25,"New"
12490,"Jul",30,"New"
12490,"Aug",35,"New"
12490,"Sep",36,"New"
12490,"Nov",44,"New"
12490,"Nov",46,"New"
12490,"Nov",47,"New"
12490,"Dec",49,"New"
12491,"Nov",44,"New"
12492,"Aug",34,"New"
12492,"Oct",40,"New"
12493,"May",21,"New"
12493,"Jun",26,"New"
12494,"Feb",7,"New"
12494,"May",21,"New"
12494,"Jul",26,"New"
12494,"Oct",44,"New"
12494,"Nov",47,"New"
12494,"Dec",49,"New"
12494,"Dec",50,"New"
12497,"Sep",38,"New"
12498,"Oct",41,"New"
12498,"Nov",46,"Recurrent"
12500,"Jan",2,"New"
12500,"Feb",7,"New"
12500,"Mar",9,"New"
12500,"Mar",11,"New"
12500,"Jun",25,"New"
12500,"Aug",34,"New"
12500,"Oct",40,"New"
12500,"Oct",42,"Recurrent"
12500,"Nov",46,"New"
12501,"Jan",1,"New"
12502,"Feb",5,"New"
12502,"Mar",11,"New"
12502,"May",18,"New"
12502,"Aug",31,"New"
12502,"Sep",36,"New"
12504,"Nov",45,"New"
12504,"Nov",47,"New"
12506,"Apr",16,"New"
12507,"Feb",7,"New"
12507,"Jul",27,"New"
12507,"Jul",30,"New"
12508,"Nov",45,"New"
12508,"Nov",46,"New"
12509,"Feb",9,"New"
12510,"Jan",3,"New"
12510,"Jul",29,"New"
12512,"Oct",40,"Recurrent"
12513,"Aug",33,"New"
12514,"Mar",11,"New"
12515,"Dec",51,"New"
12516,"Jun",24,"New"
12516,"Sep",38,"New"
12517,"Jun",22,"New"
12517,"Aug",31,"New"
12517,"Sep",39,"New"
12517,"Nov",45,"Recurrent"
12518,"Aug",34,"New"
12518,"Sep",38,"New"
12518,"Oct",41,"New"
12518,"Nov",45,"New"
12518,"Dec",49,"New"
12519,"Oct",40,"New"
12520,"Mar",10,"New"
12520,"Mar",12,"New"
12520,"May",20,"New"
12520,"Jul",29,"New"
12520,"Sep",38,"New"
12521,"Jul",29,"New"
12522,"Oct",42,"New"
12522,"Oct",44,"New"
12523,"Jan",2,"New"
12523,"Feb",8,"New"
12523,"Mar",11,"New"
12523,"Apr",13,"New"
12523,"Jul",30,"New"
12523,"Aug",34,"Recurrent"
12523,"Sep",38,"New"
12523,"Oct",40,"New"
12523,"Oct",43,"New"
12523,"Nov",47,"New"
12524,"Jan",2,"New"
12524,"Feb",8,"New"
12524,"Mar",9,"New"
12524,"May",18,"New"
12524,"May",20,"New"
12524,"Jun",26,"New"
12524,"Oct",40,"New"
12524,"Nov",48,"New"
12526,"Sep",36,"New"
12526,"Oct",42,"New"
12526,"Dec",49,"New"
12527,"Jan",3,"New"
12527,"Feb",7,"New"
12527,"Sep",38,"New"
12528,"Jan",5,"New"
12528,"Mar",10,"New"
12528,"Jul",28,"New"
12528,"Aug",33,"New"
12528,"Oct",40,"New"
12528,"Nov",48,"New"
12530,"Jan",1,"New"
12530,"Apr",16,"New"
12530,"Aug",32,"New"
12530,"Oct",41,"New"
12531,"Nov",47,"New"
12532,"Nov",45,"New"
12534,"Aug",31,"New"
12535,"Jun",23,"New"
12535,"Sep",36,"New"
12536,"Oct",41,"New"
12536,"Oct",43,"Recurrent"
12538,"Nov",45,"New"
12539,"Jan",2,"New"
12539,"Jan",4,"New"
12539,"Mar",12,"New"
12539,"Nov",46,"New"
12540,"Jan",2,"New"
12540,"Feb",5,"New"
12540,"Mar",12,"New"
12540,"May",18,"New"
12540,"May",22,"New"
12540,"Jun",23,"New"
12540,"Jul",27,"New"
12540,"Jul",30,"New"
12540,"Aug",34,"New"
12540,"Sep",36,"New"
12540,"Sep",38,"Recurrent"
12540,"Oct",40,"New"
12540,"Oct",42,"New"
12540,"Nov",45,"New"
12540,"Nov",47,"New"
12540,"Dec",50,"New"
12541,"Mar",9,"New"
12541,"Jun",25,"New"
12541,"Nov",45,"New"
12544,"Nov",44,"New"
12545,"Mar",12,"New"
12545,"Sep",39,"New"
12546,"Sep",38,"New"
12546,"Oct",43,"New"
12547,"Mar",9,"New"
12547,"May",21,"New"
12548,"Jun",26,"New"
12550,"Sep",38,"New"
12551,"Dec",51,"New"
12552,"Oct",44,"New"
12552,"Nov",44,"New"
12553,"Jan",2,"New"
12553,"Feb",7,"New"
12553,"Mar",9,"New"
12553,"Mar",12,"New"
12553,"May",20,"New"
12553,"Jul",27,"New"
12553,"Aug",34,"New"
12553,"Oct",41,"New"
12553,"Nov",46,"New"
12553,"Dec",48,"New"
12556,"Jul",28,"New"
12556,"Oct",42,"New"
12557,"Jan",2,"New"
12557,"Mar",13,"New"
12557,"Jul",27,"New"
12557,"Nov",47,"New"
12557,"Dec",49,"New"
12558,"Dec",48,"New"
12559,"Jan",4,"New"
12559,"Feb",5,"New"
12560,"Jul",29,"New"
12560,"Aug",33,"New"
12560,"Dec",49,"New"
12561,"Feb",6,"New"
12562,"May",21,"New"
12562,"Jun",24,"New"
12562,"Aug",31,"New"
12562,"Sep",38,"New"
12562,"Oct",41,"New"
12562,"Nov",46,"New"
12562,"Dec",48,"New"
12564,"Mar",12,"New"
12565,"Feb",8,"New"
12566,"Sep",37,"New"
12567,"Feb",5,"New"
12567,"May",21,"New"
12567,"Jun",23,"Recurrent"
12567,"Jun",24,"New"
12567,"Aug",34,"New"
12567,"Sep",36,"New"
12567,"Nov",46,"New"
12567,"Dec",49,"Recurrent"
12569,"Apr",13,"New"
12569,"Apr",15,"Recurrent"
12569,"May",18,"Recurrent"
12569,"Jun",23,"New"
12569,"Jun",26,"New"
12569,"Jul",29,"Recurrent"
12569,"Aug",32,"New"
12569,"Aug",33,"New"
12569,"Aug",34,"New"
12569,"Sep",36,"Recurrent"
12569,"Oct",40,"Recurrent"
12569,"Oct",41,"New"
12569,"Oct",42,"New"
12569,"Oct",43,"Recurrent"
12569,"Nov",44,"New"
12569,"Nov",46,"Recurrent"
12569,"Nov",47,"New"
12569,"Dec",48,"Recurrent"
12569,"Dec",49,"Recurrent"
12571,"Aug",32,"New"
12571,"Oct",44,"New"
12572,"Oct",42,"New"
12572,"Dec",48,"New"
12573,"Apr",17,"New"
12574,"Jan",4,"New"
12576,"Feb",6,"New"
12576,"May",18,"New"
12576,"Jul",28,"New"
12576,"Sep",36,"New"
12576,"Nov",44,"New"
12577,"Nov",44,"Recurrent"
12577,"Dec",50,"New"
12578,"Jan",2,"New"
12578,"Nov",46,"New"
12579,"Sep",38,"New"
12580,"Apr",14,"New"
12581,"Oct",44,"New"
12582,"Feb",8,"New"
12582,"Apr",15,"New"
12583,"Jan",1,"New"
12583,"Feb",6,"New"
12583,"Mar",10,"New"
12583,"May",21,"New"
12583,"Jun",24,"New"
12583,"Jun",25,"New"
12583,"Jul",27,"New"
12583,"Aug",34,"New"
12583,"Sep",38,"New"
12583,"Sep",39,"New"
12583,"Oct",41,"New"
12583,"Nov",45,"New"
12583,"Nov",47,"New"
12583,"Dec",48,"New"
12583,"Dec",49,"New"
12584,"Mar",9,"New"
12584,"Jun",23,"New"
12584,"Jul",30,"New"
12584,"Aug",31,"New"
12584,"Sep",38,"New"
12584,"Oct",41,"New"
12584,"Oct",44,"New"
12584,"Nov",47,"New"
12584,"Dec",49,"New"
12585,"Apr",16,"New"
12585,"Dec",51,"New"
12586,"Nov",47,"New"
12587,"Dec",48,"New"
12588,"Oct",44,"New"
12589,"Jul",29,"New"
12589,"Nov",45,"New"
12590,"May",19,"Recurrent"
12591,"Jan",4,"New"
12592,"May",19,"New"
12592,"Sep",36,"New"
12593,"May",18,"New"
12593,"Aug",31,"New"
12593,"Aug",34,"New"
12594,"Jan",3,"New"
12594,"Feb",7,"New"
12594,"Mar",13,"Recurrent"
12594,"Apr",16,"New"
12594,"May",22,"New"
12594,"Jun",23,"New"
12594,"Aug",32,"New"
12594,"Oct",43,"New"
12594,"Nov",44,"New"
12596,"Apr",15,"New"
12596,"Oct",42,"New"
12597,"Mar",11,"New"
12597,"Jun",23,"New"
12597,"Oct",44,"New"
12597,"Nov",47,"New"
12598,"Feb",9,"New"
12598,"May",18,"Recurrent"
12598,"Jul",26,"New"
12598,"Sep",39,"New"
12598,"Nov",45,"New"
12598,"Nov",47,"New"
12598,"Nov",48,"New"
12599,"Feb",6,"New"
12599,"Feb",9,"New"
12599,"May",20,"New"
12599,"Jun",26,"New"
12599,"Jul",28,"New"
12599,"Aug",31,"New"
12599,"Nov",45,"New"
12600,"Feb",5,"New"
12600,"Mar",12,"New"
12600,"Apr",17,"New"
12600,"May",20,"New"
12600,"Jul",29,"New"
12600,"Aug",33,"New"
12600,"Sep",37,"New"
12600,"Nov",45,"New"
12600,"Dec",49,"New"
12600,"Dec",51,"New"
12601,"Jan",2,"New"
12601,"Feb",6,"New"
12601,"Mar",13,"New"
12601,"May",20,"New"
12601,"Jun",22,"New"
12602,"Oct",41,"New"
12603,"Nov",46,"New"
12604,"Mar",12,"New"
12604,"Sep",38,"New"
12607,"Oct",41,"New"
12609,"Jan",4,"New"
12609,"Jun",23,"New"
12609,"Sep",38,"New"
12610,"Aug",31,"New"
12610,"Aug",34,"New"
12610,"Oct",43,"Recurrent"
12610,"Nov",46,"New"
12611,"Oct",42,"New"
12612,"Sep",39,"New"
12613,"Mar",12,"Recurrent"
12613,"May",21,"Recurrent"
12613,"Oct",41,"New"
12614,"Mar",10,"New"
12615,"Jun",25,"New"
12615,"Sep",39,"New"
12615,"Nov",44,"New"
12615,"Dec",49,"New"
12616,"Feb",7,"New"
12616,"Sep",36,"New"
12617,"Nov",45,"New"
12618,"Nov",46,"New"
12619,"Mar",13,"New"
12619,"Apr",16,"New"
12619,"Jul",27,"New"
12619,"Jul",28,"New"
12619,"Aug",33,"New"
12619,"Sep",37,"New"
12619,"Sep",38,"New"
12619,"Nov",45,"New"
12619,"Nov",47,"New"
12620,"May",20,"New"
12620,"Sep",38,"New"
12620,"Nov",47,"New"
12621,"Feb",7,"New"
12621,"Feb",8,"New"
12621,"Mar",12,"New"
12621,"Apr",17,"New"
12621,"May",19,"Recurrent"
12621,"May",21,"New"
12621,"Jun",24,"Recurrent"
12621,"Jul",28,"New"
12621,"Aug",34,"New"
12621,"Aug",35,"New"
12621,"Sep",38,"Recurrent"
12621,"Oct",42,"New"
12621,"Nov",46,"New"
12621,"Dec",49,"Recurrent"
12621,"Dec",51,"New"
12622,"Apr",16,"New"
12623,"Mar",10,"New"
12624,"Jun",24,"New"
12624,"Aug",34,"New"
12625,"Jan",4,"New"
12625,"May",19,"New"
12626,"Jan",3,"New"
12626,"Jan",4,"New"
12626,"Jun",26,"New"
12626,"Jul",29,"New"
12626,"Aug",31,"New"
12626,"Aug",33,"New"
12626,"Oct",40,"New"
12626,"Oct",43,"New"
12626,"Nov",46,"New"
12627,"Jul",29,"New"
12627,"Aug",31,"New"
12627,"Aug",34,"Recurrent"
12627,"Sep",36,"New"
12627,"Oct",40,"New"
12627,"Nov",48,"New"
12628,"Oct",40,"New"
12628,"Nov",45,"New"
12628,"Dec",49,"New"
12630,"Oct",43,"New"
12630,"Nov",48,"New"
12631,"Oct",41,"New"
12633,"Feb",8,"New"
12633,"May",21,"New"
12633,"Aug",31,"New"
12633,"Oct",41,"New"
12635,"Jul",27,"New"
12635,"Sep",37,"New"
12637,"Jan",3,"New"
12637,"Mar",12,"Recurrent"
12637,"Apr",15,"New"
12637,"Jul",27,"New"
12637,"Sep",36,"Recurrent"
12637,"Oct",40,"New"
12638,"Nov",45,"New"
12639,"Apr",15,"New"
12640,"Sep",38,"New"
12640,"Nov",46,"Recurrent"
12641,"Aug",33,"New"
12642,"Aug",34,"New"
12642,"Oct",42,"New"
12642,"Nov",46,"New"
12643,"Jan",2,"New"
12643,"May",18,"Recurrent"
12643,"Jun",23,"New"
12643,"Jun",25,"New"
12643,"Aug",31,"New"
12644,"Aug",31,"New"
12645,"Jan",4,"New"
12645,"May",18,"New"
12645,"Aug",34,"New"
12645,"Nov",45,"New"
12646,"Oct",42,"New"
12646,"Dec",49,"New"
12647,"Mar",11,"New"
12647,"Apr",14,"New"
12647,"May",21,"New"
12647,"Jul",27,"New"
12647,"Aug",31,"New"
12647,"Sep",37,"New"
12647,"Sep",38,"New"
12647,"Nov",46,"New"
12647,"Dec",49,"Recurrent"
12647,"Dec",51,"New"
12648,"Jul",27,"New"
12649,"May",19,"New"
12649,"Aug",34,"Recurrent"
12650,"Dec",49,"New"
12651,"Jan",2,"New"
12652,"Jan",2,"New"
12653,"Feb",7,"New"
12653,"Jul",28,"New"
12654,"Feb",7,"New"
12654,"May",21,"Recurrent"
12654,"Nov",44,"New"
12654,"Nov",48,"New"
12656,"Apr",16,"New"
12656,"May",20,"New"
12656,"Aug",33,"New"
12656,"Sep",39,"New"
12656,"Nov",47,"New"
12657,"Sep",38,"New"
12657,"Oct",43,"New"
12657,"Nov",48,"Recurrent"
12658,"Nov",47,"New"
12659,"Nov",45,"New"
12660,"Nov",48,"New"
12662,"Feb",5,"New"
12662,"Mar",10,"New"
12662,"Apr",15,"New"
12662,"Jun",23,"New"
12662,"Jul",29,"New"
12662,"Aug",34,"New"
12662,"Oct",42,"New"
12662,"Nov",46,"Recurrent"
12662,"Dec",48,"New"
12662,"Dec",49,"New"
12664,"Jan",3,"New"
12664,"Apr",16,"New"
12664,"Jul",29,"New"
12664,"Sep",37,"New"
12664,"Oct",40,"New"
12664,"Oct",41,"New"
12664,"Nov",44,"New"
12664,"Nov",47,"New"
12664,"Dec",48,"New"
12665,"Jan",3,"New"
12667,"Oct",41,"New"
12668,"Jan",5,"New"
12668,"Mar",12,"New"
12668,"Nov",48,"New"
12668,"Dec",51,"New"
12669,"Mar",13,"New"
12669,"Apr",14,"New"
12669,"Jul",28,"New"
12670,"Apr",16,"New"
12670,"May",21,"New"
12670,"Sep",35,"New"
12670,"Nov",45,"New"
12670,"Nov",48,"New"
12672,"Jan",2,"New"
12673,"Jan",3,"New"
12673,"Dec",49,"New"
12674,"May",20,"New"
12674,"Jun",25,"New"
12674,"Sep",36,"New"
12674,"Nov",44,"New"
12676,"Feb",5,"New"
12676,"Mar",12,"New"
12676,"Jun",22,"New"
12676,"Aug",32,"New"
12676,"Sep",39,"New"
12676,"Nov",46,"New"
12678,"Feb",9,"New"
12678,"Mar",13,"New"
12678,"Apr",14,"New"
12678,"Jun",23,"New"
12678,"Jul",28,"New"
12678,"Aug",35,"Recurrent"
12678,"Sep",38,"New"
12678,"Oct",43,"Recurrent"
12678,"Dec",51,"Recurrent"
12679,"Mar",9,"New"
12679,"May",20,"New"
12679,"Sep",37,"New"
12679,"Oct",41,"New"
12680,"Aug",33,"New"
12680,"Sep",37,"New"
12680,"Sep",39,"New"
12680,"Dec",49,"New"
12681,"Jan",1,"New"
12681,"Jan",2,"New"
12681,"Jan",3,"New"
12681,"Jan",5,"New"
12681,"Mar",11,"Recurrent"
12681,"Mar",12,"New"
12681,"Apr",16,"New"
12681,"May",19,"New"
12681,"May",21,"New"
12681,"Jun",23,"New"
12681,"Jul",27,"New"
12681,"Jul",28,"New"
12681,"Sep",38,"New"
12681,"Oct",43,"Recurrent"
12681,"Nov",45,"New"
12681,"Nov",46,"Recurrent"
12681,"Nov",47,"New"
12681,"Dec",49,"New"
12681,"Dec",51,"New"
12682,"Jan",1,"New"
12682,"Feb",5,"Recurrent"
12682,"Mar",11,"New"
12682,"Apr",14,"New"
12682,"May",19,"New"
12682,"May",20,"New"
12682,"May",21,"New"
12682,"May",22,"New"
12682,"Jun",24,"Recurrent"
12682,"Jul",27,"New"
12682,"Jul",28,"Recurrent"
12682,"Jul",29,"New"
12682,"Aug",32,"New"
12682,"Aug",34,"New"
12682,"Aug",35,"New"
12682,"Sep",37,"New"
12682,"Sep",38,"New"
12682,"Oct",41,"Recurrent"
12682,"Nov",44,"New"
12682,"Nov",45,"Recurrent"
12682,"Nov",46,"New"
12682,"Nov",47,"New"
12682,"Nov",48,"New"
12682,"Dec",49,"Recurrent"
12683,"Jan",3,"New"
12683,"Mar",9,"New"
12683,"Mar",12,"Recurrent"
12683,"May",18,"Recurrent"
12683,"May",19,"New"
12683,"Jun",23,"New"
12683,"Aug",34,"New"
12683,"Sep",36,"New"
12683,"Oct",42,"New"
12683,"Dec",49,"Recurrent"
12684,"May",19,"New"
12684,"May",20,"New"
12684,"May",21,"New"
12684,"Jun",25,"New"
